"","logFC","logCPM","F","PValue","diffexpressed"
"ENSG00000126243",0.286745068006709,4.49235381300135,12.4539091259574,0.000478953983799809,"NO"
"ENSG00000126246",-0.44993627980174,-0.141973009980472,10.2074620892732,0.00153971390193788,"NO"
"ENSG00000126247",-0.256474292317995,7.86445549368952,10.5892944022533,0.00126044080009749,"NO"
"ENSG00000126249",0.268815666198729,1.75408635598634,8.66807843237575,0.00347804393037276,"NO"
"ENSG00000126254",0.0293320532795123,6.08396122909895,0.133437003683598,0.715138746466991,"NO"
"ENSG00000126259",-0.802912532265208,1.06598418834781,22.8600368361533,2.6738466765228e-06,"NO"
"ENSG00000126261",0.653525773100391,7.00942411611781,61.9296329707078,5.70029437464043e-14,"NO"
"ENSG00000126262",-0.670246382381825,-2.04232433708554,5.65772730489074,0.0179717265863881,"NO"
"ENSG00000126264",-0.73234019850137,-0.753517836085585,12.9861591619552,0.000364337774355322,"NO"
"ENSG00000126266",0.324093998529859,-2.08242073343923,0.8749489106518,0.350302337032742,"NO"
"ENSG00000126267",-0.184375252511018,6.90317591755425,3.8108923080184,0.0518020418581837,"NO"
"ENSG00000126351",0.896988080375773,8.74279914023878,74.2412512023492,3.34416002036335e-16,"NO"
"ENSG00000126353",-0.868289010182592,-0.668325618045361,8.08021844709885,0.00476601942388191,"NO"
"ENSG00000126368",-0.0513211802236721,5.05812445422469,0.118840464996659,0.730524654750595,"NO"
"ENSG00000126391",-0.236744748916223,5.28483222573806,10.510553262748,0.00131347149820923,"NO"
"ENSG00000126432",0.0112769492711208,7.65802727779293,0.0190741839756589,0.890241859330488,"NO"
"ENSG00000126453",-0.814825997619544,2.05811927511174,48.5635819995295,1.86377362955961e-11,"NO"
"ENSG00000126456",-0.258532462308736,4.96716754387622,8.29360837026536,0.00424975822342749,"NO"
"ENSG00000126457",0.0837858842100298,6.77680337534784,1.0949601937001,0.296173392076869,"NO"
"ENSG00000126458",-0.595632779783572,4.1262677571344,23.4283777037757,2.03051605195156e-06,"NO"
"ENSG00000126460",-0.425790014927679,-0.367123591928598,14.0965888348555,0.000206615260390935,"NO"
"ENSG00000126461",-0.019410554423948,6.56255924569658,0.0626365682191037,0.802538645951414,"NO"
"ENSG00000126464",0.138034770502892,5.66688162315062,2.47663129209359,0.116548712832346,"NO"
"ENSG00000126500",1.31884530653325,4.60459598112287,51.511925364385,5.0988179983986e-12,"UP"
"ENSG00000126522",-0.977094003157789,3.11700536469009,152.445087811167,7.45474090973275e-29,"NO"
"ENSG00000126524",-0.0777796039349978,7.18187100681082,1.37692982575517,0.241507230041903,"NO"
"ENSG00000126561",-0.493482784104235,4.38218555664277,18.3778288174264,2.40812132542668e-05,"NO"
"ENSG00000126562",-0.700806919655127,0.857442287680089,14.0933345342758,0.000206957674477966,"NO"
"ENSG00000126581",-0.0337579223233964,5.41057372263477,0.411267586855411,0.521791015794328,"NO"
"ENSG00000126583",-0.742039528745995,4.2967929845375,7.00458389677895,0.00853698041783441,"NO"
"ENSG00000126602",0.481494058034212,5.70915620573225,54.5141506943802,1.37559723654844e-12,"NO"
"ENSG00000126603",0.444690605338532,5.37729771391657,18.1914825797015,2.64135530877188e-05,"NO"
"ENSG00000126653",0.00394275701409326,5.46966314244454,0.00437993822350663,0.94727543319922,"NO"
"ENSG00000126698",-0.0491294489529342,6.83220522478451,0.590682637134182,0.442728444037766,"NO"
"ENSG00000126705",-0.152128749596156,6.30501541757969,2.9580447913721,0.0864289675518663,"NO"
